job_id,title,description,skills,riasec_vector,tags_en
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to saw, cut, shear, slit, punch, crimp, notch, bend, or straighten metal or plastic material.",,"[0.9814285714285714, 0.3028571428571429, 0.18571428571428572, 0.14285714285714285, 0.14285714285714285, 0.5571428571428572]",active-listening|critical-thinking|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|speaking|troubleshooting
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend drilling machines to drill, bore, ream, mill, or countersink metal or plastic work pieces.",,"[1.0, 0.39285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.61]",active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|monitoring|operation-and-control|operations-monitoring|reading-comprehension|speaking|time-management
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend grinding and related tools that remove excess material or burrs from surfaces, sharpen edges or corners, or buff, hone, or polish metal or plastic work pieces.",,"[1.0, 0.3071428571428571, 0.16857142857142857, 0.14285714285714285, 0.14285714285714285, 0.5571428571428572]",critical-thinking|judgment-and-decision-making|mathematics|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|speaking|troubleshooting
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend lathe and turning machines to turn, bore, thread, form, or face metal or plastic materials, such as wire, rod, or bar stock.",,"[1.0, 0.27999999999999997, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.59]",active-listening|equipment-maintenance|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend milling or planing machines to mill, plane, shape, groove, or profile metal or plastic work pieces.",,"[1.0, 0.32, 0.16999999999999998, 0.14285714285714285, 0.14285714285714285, 0.6014285714285714]",active-listening|critical-thinking|monitoring|operation-and-control|operations-monitoring|quality-control-analysis
51-4041.00,Machinists,"Set up and operate a variety of machine tools to produce precision parts and instruments out of metal. Includes precision instrument makers who fabricate, modify, or repair mechanical instruments. May also fabricate and modify parts to make or repair machine tools or maintain industrial machines, applying knowledge of mechanics, mathematics, metal properties, layout, and machining procedures.",,"[1.0, 0.5285714285714286, 0.2757142857142857, 0.1657142857142857, 0.1757142857142857, 0.6314285714285715]",active-listening|complex-problem-solving|coordination|critical-thinking|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|speaking|troubleshooting
51-4051.00,Metal-Refining Furnace Operators and Tenders,"Operate or tend furnaces, such as gas, oil, coal, electric-arc or electric induction, open-hearth, or oxygen furnaces, to melt and refine metal before casting or to produce specified types of steel.",,"[0.9714285714285714, 0.39, 0.1457142857142857, 0.14857142857142858, 0.15857142857142859, 0.5642857142857143]",active-listening|complex-problem-solving|critical-thinking|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|speaking
51-4052.00,"Pourers and Casters, Metal",Operate hand-controlled mechanisms to pour and regulate the flow of molten metal into molds to produce castings or ingots.,,"[1.0, 0.3485714285714286, 0.16999999999999998, 0.16142857142857142, 0.14285714285714285, 0.51]",active-listening|critical-thinking|judgment-and-decision-making|monitoring|operation-and-control|operations-monitoring
51-4061.00,"Model Makers, Metal and Plastic","Set up and operate machines, such as lathes, milling and engraving machines, and jig borers to make working models of metal or plastic objects. Includes template makers.",,"[0.9928571428571429, 0.44571428571428573, 0.40285714285714286, 0.15, 0.14285714285714285, 0.55]",critical-thinking|equipment-selection|judgment-and-decision-making|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|time-management|troubleshooting
51-4062.00,"Patternmakers, Metal and Plastic","Lay out, machine, fit, and assemble castings and parts to metal or plastic foundry patterns, core boxes, or match plates.",,"[0.89, 0.2571428571428572, 0.43571428571428567, 0.14285714285714285, 0.14285714285714285, 0.6642857142857144]",active-listening|complex-problem-solving|critical-thinking|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|speaking
51-4071.00,Foundry Mold and Coremakers,Make or form wax or sand cores or molds used in the production of metal castings in foundries.,,"[0.9714285714285714, 0.33571428571428574, 0.31285714285714283, 0.16142857142857142, 0.14285714285714285, 0.4685714285714285]",monitoring|operations-monitoring
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend metal or plastic molding, casting, or coremaking machines to mold or cast metal or thermoplastic parts or products.",,"[1.0, 0.3442857142857143, 0.21285714285714286, 0.15142857142857144, 0.15, 0.59]",active-listening|critical-thinking|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|speaking|time-management
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend more than one type of cutting or forming machine tool or robot.",,"[1.0, 0.3071428571428571, 0.14285714285714285, 0.14857142857142858, 0.14285714285714285, 0.6585714285714286]",active-listening|complex-problem-solving|critical-thinking|equipment-maintenance|judgment-and-decision-making|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|social-perceptiveness|speaking
51-4111.00,Tool and Die Makers,"Analyze specifications, lay out metal stock, set up and operate machine tools, and fit and assemble parts to make and repair dies, cutting tools, jigs, fixtures, gauges, and machinists' hand tools.",,"[1.0, 0.41571428571428576, 0.22571428571428573, 0.14285714285714285, 0.14285714285714285, 0.6442857142857142]",active-learning|active-listening|complex-problem-solving|critical-thinking|equipment-selection|judgment-and-decision-making|monitoring|operation-and-control|operations-analysis|operations-monitoring|quality-control-analysis|reading-comprehension|time-management
51-4121.00,"Welders, Cutters, Solderers, and Brazers","Use hand-welding, flame-cutting, hand-soldering, or brazing equipment to weld or join metal components or to fill holes, indentations, or seams of fabricated metal products.",,"[1.0, 0.31, 0.21428571428571427, 0.15714285714285717, 0.23285714285714285, 0.5399999999999999]",monitoring|quality-control-analysis
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Set up, operate, or tend welding, soldering, or brazing machines or robots that weld, braze, solder, or heat treat metal products, components, or assemblies. Includes workers who operate laser cutters or laser-beam machines.",,"[1.0, 0.30142857142857143, 0.17857142857142858, 0.16285714285714284, 0.19857142857142857, 0.5542857142857143]",active-listening|complex-problem-solving|critical-thinking|monitoring|operation-and-control|operations-monitoring|reading-comprehension|speaking
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend heating equipment, such as heat-treating furnaces, flame-hardening machines, induction machines, soaking pits, or vacuum equipment to temper, harden, anneal, or heat treat metal or plastic objects.",,"[0.9742857142857143, 0.31428571428571433, 0.14285714285714285, 0.22285714285714286, 0.14285714285714285, 0.5814285714285715]",active-listening|critical-thinking|equipment-maintenance|instructing|judgment-and-decision-making|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|speaking
51-4192.00,"Layout Workers, Metal and Plastic","Lay out reference points and dimensions on metal or plastic stock or workpieces, such as sheets, plates, tubes, structural shapes, castings, or machine parts, for further processing. Includes shipfitters.",,"[0.9185714285714285, 0.37714285714285717, 0.39571428571428574, 0.14714285714285716, 0.14285714285714285, 0.5642857142857143]",complex-problem-solving|coordination|critical-thinking|judgment-and-decision-making|mathematics|monitoring|operations-monitoring|quality-control-analysis|reading-comprehension
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend plating machines to coat metal or plastic products with chromium, zinc, copper, cadmium, nickel, or other metal to protect or decorate surfaces. Typically, the product being coated is immersed in molten metal or an electrolytic solution.",,"[1.0, 0.31857142857142856, 0.20142857142857143, 0.14285714285714285, 0.14285714285714285, 0.5857142857142856]",active-listening|coordination|critical-thinking|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|speaking|time-management
51-4194.00,"Tool Grinders, Filers, and Sharpeners","Perform precision smoothing, sharpening, polishing, or grinding of metal objects.",,"[1.0, 0.3057142857142857, 0.19, 0.14285714285714285, 0.14285714285714285, 0.6171428571428572]",critical-thinking|equipment-maintenance|equipment-selection|monitoring|operation-and-control|operations-monitoring|quality-control-analysis|reading-comprehension|repairing|troubleshooting
51-5111.00,Prepress Technicians and Workers,Format and proof text and images submitted by designers and clients into finished pages that can be printed. Includes digital and photo typesetting. May produce printing plates.,,"[0.6957142857142857, 0.2857142857142857, 0.4414285714285714, 0.22285714285714286, 0.20714285714285713, 0.8228571428571428]",active-learning|active-listening|complex-problem-solving|coordination|critical-thinking|judgment-and-decision-making|monitoring|operations-monitoring|reading-comprehension|speaking|time-management
